"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,domain,"Oxygen tolerance","INSDC genome accesion","BV-BRC genome accession","IMG genome accession"
164662,116-2,"JCM 33822, CCM 8899, KCTC 21124, LMG 31051, NCIMB 15158",1,"Companilactobacillus kedongensis",Bacteria,"facultative anaerobe",GCA_003946625,2486004.3,2885682009
164665,33-7,"JCM 33825, CCM 8936, KCTC 21118, LMG 31166, NCIMB 15153",1,"Companilactobacillus keshanensis",Bacteria,"facultative anaerobe",GCA_003946205,2486003.3,2885684311
6578,MT-1077,"CCUG 45370, ATCC BAA-131, CIP 107019, DSM 13961, JCM 10707, KCTC 8903P, KACC 12383, NBRC 106466, NRIC 0493",1,"Companilactobacillus kimchii",Bacteria,"facultative anaerobe",GCA_001311095,1423765.3,2728369670
,,,,,,,GCA_001435445,1423765.4,2700989131
,,,,,,,GCA_002191155,83526.5,8017552607
,,,,,,,GCA_009764365,83526.14,8119016615
158793,Hime5-1,"JCM 31635, DSM 103730, Hime 5-1",1,"Companilactobacillus metriopterae",Bacteria,"facultative anaerobe",GCA_004117915,1909267.3,2881902429
6592,,"DSM 14500, CCUG 48642, LMG 21932, TMW 1.80, JCM 12532, CIP 107874, LMG 21508, NBRC 107162",1,"Companilactobacillus mindensis",Bacteria,"facultative anaerobe",GCA_001434275,1423770.3,2660238628
,,,,,,,GCA_007992055,167481.3,2936505850
164660,256-3,"JCM 33820, CCM 8901, LMG 31048, NCIMB 15160",1,"Companilactobacillus mishanensis",Bacteria,"facultative anaerobe",GCA_003946505,2486008.3,2882791044
6628,LP33,"DSM 16982, CIP 108546, TMW 1.1265, JCM 16171, LMG 23510, NBRC 107153, NCIMB 14360",1,"Companilactobacillus nantensis",Bacteria,"facultative anaerobe",GCA_001435815,1423774.3,2660238488
,,,,,,,GCA_007991935,305793.3,8067798205
6674,"IZ4B, iz4b-1","DSM 19682, CIP 109958, JCM 14932, NBRC 107160",1,"Companilactobacillus nodensis",Bacteria,"facultative anaerobe",GCA_000615905,1236953.3,2585427881
,,,,,,,GCA_001435555,1423775.4,2690315703
,,,,,,,GCA_001592065,1423775.5,2681812987
6689,"R 19c","DSM 20183, CECT 5920, JCM 18037, CIP 110049, KCTC 21005",1,"Companilactobacillus tucceti",Bacteria,"facultative anaerobe",GCA_001434665,1423811.3,2657245013
164658,M1575,"JCM 33818, CCM 8892, LMG 31045, NCIMB 15149",1,"Companilactobacillus zhongbaensis",Bacteria,"facultative anaerobe",GCA_003946515,2486009.3,2885707605
166176,C4,"ATCC BAA-2611, CICC 10839",1,"Corallincola holothuriorum",Bacteria,"facultative anaerobe",GCA_003336225,2282215.3,2832814889
3167,,"DSM 44280, ATCC 51403, CCUG 32103, CIP 103499, LCDC 88199, JCM 10390, LMG 19062",1,"Corynebacterium afermentans subsp. afermentans",Bacteria,"facultative anaerobe",GCA_030408355,144183.6,8119524189
,,,,,,,GCA_900156035,38286.3,2681813557
3198,,"DSM 44531, JCM 11765, NRRL B-24151, CCUG 48298, IMMIB R-3491, CIP 107643",1,"Corynebacterium appendicis",Bacteria,"facultative anaerobe",GCA_030408415,1161099.13,8049420069
,,,,,,,GCA_900156665,1161099.3,2681813517
3211,S613,"DSM 44791, CCUG 46511, CECT 5993, CIP 108096, JCM 12268",1,"Corynebacterium aquilae",Bacteria,"facultative anaerobe",GCA_001941445,1431546.4,2623620529
3161,,"DSM 44202, CIP 104296, CCUG 34893, IBS B10697, JCM 10392, ATCC 51927, LMG 19064, IBS 10697",1,"Corynebacterium argentoratense",Bacteria,"facultative anaerobe",GCA_000590555,1348662.3,2554235426
3213,R2070,"DSM 44849, CCUG 45804, CIP 107431, JCM 12368",1,"Corynebacterium atypicum",Bacteria,"facultative anaerobe",GCA_000732945,191610.3,2585427661
3199,,"DSM 44532, CCUG 47449, CIP 107897, JCM 11766, NRRL B-24143, IMMIB D-1488",1,"Corynebacterium aurimucosum",Bacteria,"facultative anaerobe",GCA_024138775,169292.166,8116740515
3202,CRS-51,"DSM 44610, CCUG 39412, CECT 4897, JCM 11664, ATCC BAA-77, CIP 105508, LMG 19039",1,"Corynebacterium camporealense",Bacteria,"facultative anaerobe",GCA_000766885,161896.3,2808606813
,,,,,,,GCA_000980815,161896.4,2606217206
3239,1170,"DSM 45402, CCUG 58627, JCM 19113",1,"Corynebacterium canis",Bacteria,"facultative anaerobe",GCA_007859215,679663.3,2996610805
,,,,,,,GCA_030408595,679663.4,8046470215
3203,"S108/98/2, 980914, S108/98/2*","DSM 44611, CCUG 39779, CIP 106739, JCM 12101, KCTC 19913",1,"Corynebacterium capitovis",Bacteria,"facultative anaerobe",GCA_000372085,1121354.3,2517572222
,,,,,,,GCA_030440535,1121354.5,8119515288
3207,,"CCUG 57201, CIP 107182, DSM 44701, DPC 5298, LMG S-19264, NCIMB 30130, JCM 12072, LMG 19264",1,"Corynebacterium casei",Bacteria,"facultative anaerobe",GCA_000550785,1285583.3,2558860241
3214,M106/00/5,"DSM 44850, CCUG 44566, CIP 107965, JCM 13387",1,"Corynebacterium caspium",Bacteria,"facultative anaerobe",GCA_000379705,1121355.3,2515154055
,,,,,,,GCA_030440555,1121355.15,8119513572
3216,"BIST 13, BS 13, BS13","DSM 44920, CCUG 47525, CECT 5779, CIP 108588, JCM 13388",1,"Corynebacterium ciconiae",Bacteria,"facultative anaerobe",GCA_000372385,1121356.3,2515154014
,,,,,,,GCA_030440575,1121356.6,8119517244
3159,,"CCUG 38194, LMG 19044, CIP 104919, JCM 10381, DSM 44184, CCUG 35014, DMMZ 214, ATCC 700219, CCM 4669",1,"Corynebacterium coyleae",Bacteria,"facultative anaerobe",GCA_019048165,53374.54,8120490734
,,,,,,,GCA_900105505,53374.4,2634166170
3084,"42 Fukuya","DSM 20524, ATCC 29593, CCUG 28794, JCM 3715, BCRC 12320, CCM 5742, CECT 4048, CGMCC 1.1932, CIP 103424, IFO 15284, KCTC 3433, LMG 19065, NBRC 15284, NCTC 11863",1,"Corynebacterium cystitidis",Bacteria,"facultative anaerobe",GCA_030408655,1121357.10,8119528673
,,,,,,,GCA_900111265,1121357.3,2599185266
,,,,,,,GCA_900187295,35757.3,2773857908
3181,,"IFO 16161, LMG 19045, CIP 105490, CCM 4727, DSM 45333, CCUG 37331, DSM 44351, JCM 11948, NBRC 16161",1,"Corynebacterium durum",Bacteria,"facultative anaerobe",GCA_013410305,61592.134,2856490523
,,,,,,,GCA_030408675,61592.141,8030271416
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,"Corynebacterium efficiens",Bacteria,"facultative anaerobe",GCA_000011305,196164.6,644736345
,,,,,,,GCA_000160795,196164.10,645951842
132560,,"DSM 45971, CCTCC AB 2013226, YIM 101506, JCM 31743",1,"Corynebacterium faecale",Bacteria,"facultative anaerobe",GCA_030408735,1758466.4,8046473045
3180,"BL 8171","DSM 44353, CCUG 33651, LMG 19046, CCM 4913, CIP 105466, JCM 11949, ATCC BAA-596, DMMZ 2537",1,"Corynebacterium falsenii",Bacteria,"facultative anaerobe",GCA_000525655,1451189.3,2571042744
,,,,,,,GCA_020099275,108486.14,8120679228
3192,"M714/95/5, M714-95-5, 980915","DSM 44508, CCUG 39943, CIP 106740, ATCC BAA-468, JCM 12103, VTT E-072718",1,"Corynebacterium felinum",Bacteria,"facultative anaerobe",GCA_029383185,131318.3,8118157351
,,,,,,,GCA_030408755,131318.4,8049414799
,,,,,,,GCA_031458315,131318.5,2923453845
3231,"1045, 1045T","DSM 45254, CCUG 56874, CIP 110017",1,"Corynebacterium freiburgense",Bacteria,"facultative anaerobe",GCA_000428805,1121360.3,2524614613
,,,,,,,GCA_030408815,556548.13,8049411957
3196,,"DSM 44530, CIP 107989, NRRL B-24142, CCUG 48297, JCM 12208, IMMIB R-5091",1,"Corynebacterium glaucum",Bacteria,"facultative anaerobe",GCA_030408855,187491.14,8117111201
3155,,"DSM 44120, ATCC 51860, DMMZ 838, CCUG 35055, LMG 19047, JCM 11612, CCM 4567, CIP 104577",1,"Corynebacterium glucuronolyticum",Bacteria,"facultative anaerobe",GCA_030440595,1121361.5,8119531644
,,,,,,,GCA_900176155,39791.5,2529292557
3156,"B 12915","DSM 44288, CCUG 34780, CCUG 34888, CIP 104297, IBS B 12915, JCM 10394, ATCC 51866, IBS 12915",0,"Corynebacterium glucuronolyticum",Bacteria,"facultative anaerobe",GCA_000159595,548478.3,643886137
158398,"NBT06-6, NBT06-06","DSM 105365, MCCC 1K03347, CIP 111638",0,"Corynebacterium gottingense",Bacteria,"facultative anaerobe",GCA_002273005,2026255.3,2862080457
,,,,,,,GCA_030440305,2026255.19,8116645280
140638,S01,"KCTC 39608, CCTCC AB 2015423, GDMCC 1.1022, DSM 107476",1,"Corynebacterium guangdongense",Bacteria,"facultative anaerobe",GCA_030408915,1783348.5,8049409301
,,,,,,,GCA_031458185,1783348.4,2923418710
3240,"MFC-5, CGMCC-2452","CCUG 59866, CGMCC 2452, DSM 45392, NBRC 106098",1,"Corynebacterium humireducens",Bacteria,"facultative anaerobe",GCA_000819445,1223515.3,2597490360
,,,,,,,GCA_001571025,1223515.4,2731957615
3162,,"LMG 19048, DSM 44264, CCUG 36877, IFO 16163, NBRC 100416, NBRC 16163, NCTC 13015, JCM 10386, ATCC 700354, CCM 4676, CIP 105130, DMMZ 2023",1,"Corynebacterium imitans",Bacteria,"facultative anaerobe",GCA_000739455,156978.3,2597490159
,,,,,,,GCA_900187215,156978.6,2773857867
3184,,"DSM 44385, CCUG 35717, CIP 105744, LMG 19050, JCM 11950",1,"Corynebacterium kroppenstedtii",Bacteria,"facultative anaerobe",GCA_000023145,645127.4,643692019
3101,,"DSM 20755, ATCC 15677, NCTC 11138, CCUG 27535, CIP 103423, JCM 9385, NBRC 15288, CECT 4035, IFO 15288, LMG 19169",1,"Corynebacterium kutscheri",Bacteria,"facultative anaerobe",GCA_000980835,35755.3,2606217205
,,,,,,,GCA_900637605,35755.9,8116397408
3174,,"DSM 44291, CCUG 37336, DMMZ 1944, LMG 19051, JCM 10383, ATCC 700352, CCM 4677, CIP 105127",1,"Corynebacterium lipophiloflavum",Bacteria,"facultative anaerobe",GCA_000159635,525263.3,643886002
3230,KSS-3Se,"DSM 45231, CCM 7546, CCUG 56567, JCM 16607, CIP 110047",1,"Corynebacterium lubricantis",Bacteria,"facultative anaerobe",GCA_000379425,1121363.3,2515154018
3171,"JCP 2, JCL-2","DSM 44284, ATCC 51787, CCUG 32361, CIP 104099, JCM 11684, JCL 2, JCM 10393, LMG 19066",1,"Corynebacterium macginleyi",Bacteria,"facultative anaerobe",GCA_003688935,38290.5,2862073393
,,,,,,,GCA_003688955,38290.6,2862068473
,,,,,,,GCA_003688975,38290.7,2862070870
,,,,,,,GCA_016889465,38290.38,8120351801
3223,"7015, D7015","DSM 44953, CGMCC 1.6998, NRRL B-24779, JCM 17491, CIP 110199",1,"Corynebacterium marinum",Bacteria,"facultative anaerobe",GCA_000835165,1224162.3,2630968455
,,,,,,,GCA_014645275,349751.5,8113221575
3102,47,"DSM 20635, ATCC 14266, DSM 43761, NCTC 10254, JCM 9386, BCRC 14869, CCUG 27545, CCUG 46620, CIP 81.82, IFO 15360, LMG 19647, NBRC 15360",1,"Corynebacterium matruchotii",Bacteria,"facultative anaerobe",GCA_000175375,553207.3,648276634
,,,,,,,GCA_900447555,43768.6,2808606759
3238,,"JCM 17319, DSM 45350, CCUG 57942, WACC 658, IMMIB WACC 658",1,"Corynebacterium pilbarense",Bacteria,"facultative anaerobe",GCA_026930265,1288393.3,8116927738
3116,"Charita a, Charita-a","DSM 20688, ATCC 19412, NCTC 7448, CCUG 27542, JCM 9391, BCRC 10657, CECT 4082, CIP 103421, HAMBI 2321, IFO 15290, NBRC 15290, PCM 2053",1,"Corynebacterium renale",Bacteria,"facultative anaerobe",GCA_002563965,1724.8,2627853607
,,,,,,,GCA_900478035,1724.11,2808606807
3182,,"DSM 44357, CCUG 37330, CIP 105491, IBS B52218, IFO 16162, NBRC 16162, LMG 19056, CCM 4729, JCM 10385",1,"Corynebacterium singulare",Bacteria,"facultative anaerobe",GCA_000833575,161899.3,2600254920
3212,"38, Garayzabal 38","DSM 44792, CCUG 46398, CECT 5990, CIP 108094, JCM 12270",1,"Corynebacterium sphenisci",Bacteria,"facultative anaerobe",GCA_001941505,1437874.4,2623620534
3210,"J11, PG 39","DSM 44757, CCUG 45512, CECT 5986, CIP 107875, JCM 12271",1,"Corynebacterium spheniscorum",Bacteria,"facultative anaerobe",GCA_008693095,185761.5,8111493106
,,,,,,,GCA_900113445,185761.3,2599185219
3228,,"DSM 45148, CCUG 55795, CIP 109925, JCM 17321, IMMIB L-999",1,"Corynebacterium sputi",Bacteria,"facultative anaerobe",GCA_000427865,1111729.3,2513237121
3123,,"DSM 20668, ATCC 6940, NCTC 764, CCUG 27949, CIP 81.15, IFO 15291, JCM 9390, CECT 4159, LMG 19648, NBRC 15291",1,"Corynebacterium striatum",Bacteria,"facultative anaerobe",GCA_000159135,525268.3,643886057
,,,,,,,GCA_006538485,43770.812,8117160428
,,,,,,,GCA_900447675,43770.659,2916407222
3215,P81/02,"DSM 44851, DSM 45110, CCUG 46963, CECT 5724, CIP 108201, JCM 12370",1,"Corynebacterium suicordis",Bacteria,"facultative anaerobe",GCA_015351405,1121369.3,8005106535
,,,,,,,GCA_031454255,203264.3,2918422303
3206,M935/96/4,"DSM 44614, ATCC BAA-467, CCUG 41823, CIP 106763, JCM 12108, NCIMB 14414",1,"Corynebacterium testudinoris",Bacteria,"facultative anaerobe",GCA_001021045,136857.5,2615840659
3221,LDC-20,"DSM 44922, ATCC 35529, ATCC 35692, CCUG 45418, CIP 107291, JCM 13389, Medalle X",1,"Corynebacterium tuberculostearicum",Bacteria,"facultative anaerobe",GCA_013408445,38304.5,2833975288
,,,,,,,GCA_016728365,38304.9,8120222497
3220,"8241rör1, 961*00004/99, 962*00016/99","DSM 44921, CCUG 41662, CIP 107067",0,"Corynebacterium tuberculostearicum",Bacteria,"facultative anaerobe",GCA_016599755,1979527.25,8121863431
137725,148A,"CIP 106714, ATCC 33035, CCUG 28787, CECT 763",0,"Corynebacterium tuberculostearicum",Bacteria,"facultative anaerobe",GCA_000156615,525264.4,2562617094
3147,20184,"ATCC 51799, LMG 19058, DSM 46325, CCUG 2708, IMET 11148, NCTC 7910, PCM 554, JCM 10387, CIP 106504",1,"Corynebacterium ulcerans",Bacteria,"facultative anaerobe",GCA_900187135,65058.133,2848159128
3229,,"JCM 19114, DSM 45146, CCUG 55727, IMMIB L-1395",1,"Corynebacterium ulceribovis",Bacteria,"facultative anaerobe",GCA_000372445,1121370.3,2515154059
3148,"Armendariz, 1","DSM 7109, ATCC 43042, NCTC 12011, CCUG 18158, JCM 10395, CCM 3975, CECT 4142, CIP 103524, LMG 19041",1,"Corynebacterium urealyticum",Bacteria,"facultative anaerobe",GCA_000069945,504474.4,641522620
,,,,,,,GCA_900187235,43771.9,2811995035
3224,,"DSM 45051, CCUG 53377, CIP 109611, JCM 15295, IMMIB RIV-2301",1,"Corynebacterium ureicelerivorans",Bacteria,"facultative anaerobe",GCA_000747315,401472.3,2597490209
3131,,"CCUG 56051, CCM 2824, NCTC 11861, CIP 100653, IFO 15287, DSM 20743, ATCC 373, JCM 1971, BCRC 14413, CCM 1.1919, CCUG 27544, CECT 4160, IFO 16721, KCCM 40941, KCTC 3435, LMG 19544, NBRC 15287, NBRC 16721",1,"Corynebacterium xerosis",Bacteria,"facultative anaerobe",GCA_000988235,1725.5,2648501103
,,,,,,,GCA_001552415,1223513.5,2690315859
,,,,,,,GCA_900461265,29363.59,2811995212
5250,,"DSM 4482, ATCC 19692, BCRC 12222, CCRC 12222, CCUG 18769, CIP 106872, JCM 1670, LMG 7876, NCIMB 13273, NBRC 105711",1,"Proteus myxofaciens",Bacteria,"facultative anaerobe",GCA_001654855,1354337.7,2791354883
3814,H13,"DSM 4133, ATCC 23190, NCMB 1418, CIP 108127, NCIMB 1418",1,"Crocinitomix catalasitica",Bacteria,"facultative anaerobe",GCA_000621625,1408433.3,2556921666
5239,CFS237,"CCUG 55851, DSM 18705, LMG 23823, DES 187, JCM 16467",1,"Cronobacter dublinensis subsp. dublinensis",Bacteria,"facultative anaerobe",GCA_000409225,1159554.4,2548876988
,,,,,,,GCA_001277235,1159554.7,2663762850
5237,E825,"CCUG 56035, DSM 18702, LMG 23826, API 76-2121, CDC 1058-77",1,"Cronobacter malonaticus",Bacteria,"facultative anaerobe",GCA_000409305,1159491.3,2548876974
,,,,,,,GCA_001277215,1159491.22,2827186723
5242,"83-07-023, E603, LRA 023 07 83","DSM 21870, ATCC 51329, CIP 103581, WDCM 00213, CECT 9143",1,"Cronobacter muytjensii",Bacteria,"facultative anaerobe",GCA_000409285,1159613.3,2548876993
,,,,,,,GCA_001277195,1159613.6,2667527495
135600,F37/50,"CIP 57.33, NCTC 8155, NCIMB 8272, CCUG 10788",0,"Cronobacter sakazakii",Bacteria,"facultative anaerobe",GCA_000463095,1367848.3,2602041574
5236,,"DSM 4485, ATCC 29544, NCTC 11467, WDCM 00214, CCUG 14558, CECT 858, CDC 4562-70, JCM 1233, BCRC 13988, CGMCC 1.6765, CIP 103183, HUT 8109, IAM 12660, KCTC 2949, LMG 5740, NBRC 102416, NBRC 105698, VTT E-991283",1,"Cronobacter sakazakii subsp. sakazakii",Bacteria,"facultative anaerobe",GCA_000684935,1218104.3,2576861057
,,,,,,,GCA_000982825,28141.40,2627854230
,,,,,,,GCA_001971035,28141.119,2876320891
,,,,,,,GCA_900447395,28141.659,8116861144
2038,CH34,"DSM 2839, LMG 1195, CIP 107179, CCUG 13724, ATCC 43123",1,"Cupriavidus metallidurans",Bacteria,"facultative anaerobe",GCA_000196015,266264.9,637000230
7319,CL63,"DSM 7069, ATCC 49174, CIP 108988, LMG 16222",1,"Curtobacterium plantarum",Bacteria,"facultative anaerobe",GCA_003710245,221276.3,2871731064
13895,ED1,"DSM 15892, ATCC BAA-841, CIP 109443",1,"Dechloromonas denitrificans",Bacteria,"facultative anaerobe",GCA_001551835,281362.14,2728369080
10515,,"DSM 18356, WB 3.4-79, CIP 109326",1,"Deefgea rivuli",Bacteria,"facultative anaerobe",GCA_000620145,1121375.3,2556921014
3894,TR0125,"DSM 21212, CIP 110035, JCM 11750",1,"Deinococcus aerius",Bacteria,"facultative anaerobe",GCA_002897375,200253.7,2895784119
3893,I-0,"DSM 21396, CGMCC 1.7299, JCM 16679",1,"Deinococcus gobiensis",Bacteria,"facultative anaerobe",GCA_000252445,745776.4,2512564069
3887,KR-200,"DSM 19664, CIP 109416, LMG 22246, CCUG 58334",1,"Deinococcus peraridilitoris",Bacteria,"facultative anaerobe",GCA_000317835,937777.3,2509276065
23887,R12,"DSM 28115, CGMCC 1.8884, CIP 110212, NBRC 105665",1,"Deinococcus wulumuqiensis",Bacteria,"facultative anaerobe",GCA_000348665,1288484.3,2551306669
,,,,,,,GCA_011067105,1288484.7,8114084978
,,,,,,,GCA_014875965,1288484.17,8119164539
23888,R13,"DSM 28106, CGMCC 1.8885, NBRC 105666, CIP 110211",0,"Deinococcus wulumuqiensis",Bacteria,"facultative anaerobe",GCA_000478785,1403343.3,2585427712
6598,M6A9,"DSM 15638, JCM 10491, NCIMB 13914, ATCC BAA-482, CCM 7143, CCUG 44587, CCUG 45366, CGMCC 1.3701, CIP 106688, LMG 19872",1,"Dellaglioa algida",Bacteria,"facultative anaerobe",GCA_001434695,1423719.4,2663763513
17838,"RODXS3, SV 45","DSM 19970, LMG 24795, NBRC 106155, JCM 17019",1,"Demequina lutea",Bacteria,"facultative anaerobe",GCA_000975075,431489.11,2657245116
,,,,,,,GCA_013409005,431489.6,2833986135
17842,HI08-69,"DSM 24868, NBRC 105856",1,"Demequina mangrovi",Bacteria,"facultative anaerobe",GCA_000759715,1043493.3,2700989458
,,,,,,,GCA_900109245,1043493.4,2687453759
3918,"S69, S-69","DSM 7083, ATCC 49369, NCFB 2769, CCUG 32998, JCM 7448, CCM 4122, CECT 4165, CIP 105144, IFM 10528, IMSNU 21318, NBRC 106157, NCIMB 13131",1,"Dermabacter hominis",Bacteria,"facultative anaerobe",GCA_001570785,1349750.9,2731957604
3922,"59, 8094","DSM 20448, ATCC 29093, CCM 2140, CCUG 33028, JCM 11613, CECT 544, CIP 81.71, IAM 13592, IFO 15356, IMSNU 21319, LMG 14222, NBRC 15356, NCDO 2358, NCIMB 702358, NCTC 11039, VKM Ac-2160, VKM B-1818",1,"Dermacoccus nishinomiyaensis",Bacteria,"facultative anaerobe",GCA_016766835,1274.37,8074332445
,,,,,,,GCA_900447535,1274.14,2832479645
3919,,"DSM 22407, CCUG 55056, LMG 24257, IMP 2, JCM 16028",1,"Devriesea agamarum",Bacteria,"facultative anaerobe",GCA_900070355,472569.6,2751185668
4350,B374,"DSM 18020, LMG 25991, NCPPB 898, CFBP 1269, CIP 109008, ICMP 1544, Hayward B374",1,"Dickeya dadantii",Bacteria,"facultative anaerobe",GCA_000406145,1223572.11,2962769303
,,,,,,,GCA_003049785,204038.21,2814123163
4349,,"DSM 18013, CFBP 2051, CIP 109104, ICPB ED102, NCPPB 2976",1,"Dickeya dadantii subsp. dieffenbachiae",Bacteria,"facultative anaerobe",GCA_000406185,1223574.11,2558860213
4351,,"DSM 18054, CFBP 1200, ICMP 6427, LMG 2485, NCPPB 453, CN 26",1,"Dickeya dianthicola",Bacteria,"facultative anaerobe",GCA_000365305,1223568.13,2551306377
166447,S29,"CFBP 8647, LMG 30899",1,"Dickeya lacustris",Bacteria,"facultative anaerobe",GCA_029635795,2259638.6,8086450192
4352,Sr58,"DSM 18068, CFBP 2052, ICMP 5704, NCPPB 2538",1,"Dickeya zeae",Bacteria,"facultative anaerobe",GCA_000406165,1223573.12,2558860215
229,2991-95,"DSM 15742, ATCC BAA-56, CCM 4936, CIP 106314, CCUG 39307",1,"Dolosicoccus paucivorans",Bacteria,"facultative anaerobe",GCA_900100125,84521.3,2622736585
135725,"R-91/1468, R91/1468","CIP 104051, ATCC 51524, IFO 15550, NCFB 2975, LMG 19521, KCTC 15002, CCUG 33392, LMG 15126, NBRC 15550, NCIMB 702975",1,"Dolosigranulum pigrum",Bacteria,"facultative anaerobe",GCA_000245815,883103.3,2513237341
164191,DM2,"JCM 32096, BCRC 81069",1,"Dongshaea marina",Bacteria,"facultative anaerobe",GCA_003072645,2047966.4,2786546686
166326,FT93W,"GDMCC 1.1683, KACC 21475",1,"Duganella fentianensis",Bacteria,"facultative anaerobe",GCA_009857835,2692177.3,2915260304
166327,CY13W,"GDMCC 1.1669, KACC 21461",1,"Duganella qianjiadongensis",Bacteria,"facultative anaerobe",GCA_009857915,2692176.3,2914558471
12516,,"DSM 22835, CCUG 17996, CIP 107043, LMG 11519, JCM 16697, CDC F9047",1,"Dysgonomonas capnocytophagoides",Bacteria,"facultative anaerobe",GCA_000426485,1121485.3,2526164513
12515,,"DSM 22811, ATCC BAA-286, CCUG 42882, CIP 106420, JCM 16698",1,"Dysgonomonas gadei",Bacteria,"facultative anaerobe",GCA_000213555,742766.3,651324026
17719,,"DSM 19836, KCTC 12368, KMM 6172, LMG 23350",1,"Echinicola pacifica",Bacteria,"facultative anaerobe",GCA_000373245,1121859.3,2515154083
,,,,,,,GCA_014651455,346377.3,8065190117
1269,,"DSM 19096, CCUG 52470, Gsoil 1517, KCTC 13929, LMG 23408, CIP 109496",1,"Ectobacillus panaciterrae",Bacteria,"facultative anaerobe",GCA_000430785,1121093.3,2524614636
4357,2-78,"DSM 13771, ATCC 33379, CIP 78.56, JCM 1679, NCTC 12121, CCUG 14800, NBRC 105699",1,"Edwardsiella hoshinae",Bacteria,"facultative anaerobe",GCA_000474215,1216966.6,2563367140
,,,,,,,GCA_016026395,93378.7,8121702203
,,,,,,,GCA_900447315,93378.6,2851255004
4356,"GA 77-52, 1976-78","CCUG 18764, CECT 885, DSM 13697, ATCC 33202, CDC 1976-78, JCM 16934, JCM 1680, CGMCC 1.1873, CIP 81.96, KCTC 12264, LMG 7860, NBRC 105724, NCIMB 13272, NCTC 12122",1,"Edwardsiella ictaluri",Bacteria,"facultative anaerobe",GCA_000264785,1027360.4,2547132403
,,,,,,,GCA_900447225,67780.22,2850123092
3788,"Fx a2, NZ-1","DSM 3317, ATCC 23112, IAM 14319, IFO 15055, NBRC 15055, JCM 21159, ATCC 19594, ATCC 23180, CIP 104801, LMG 10750, LMG 3988, NCIMB 1385",1,"Eisenibacter elegans",Bacteria,"facultative anaerobe",GCA_000430505,1121902.6,2524614599
168208,THG-DN6.14,"KACC 18540, CGMCC 1.15958",1,"Emticicia aquatilis",Bacteria,"facultative anaerobe",GCA_014644295,1537369.3,2995230776
134023,EF212,"NCCB 100458, DSM 26535",1,"Endozoicomonas euniceicola",Bacteria,"facultative anaerobe",GCA_025562755,1234143.3,8049272528
134024,PS125,"NCCB 100438, CECT 8353",1,"Endozoicomonas gorgoniicola",Bacteria,"facultative anaerobe",GCA_025562715,1234144.3,8049266449
23035,HC50,"DSM 25634, NBRC 108893",1,"Endozoicomonas numazuensis",Bacteria,"facultative anaerobe",GCA_000722635,1137799.5,2574179790
4374,,"DSM 17506, ATCC 35953, CCUG 25714, CDC 1497-78, CIP 103358, JCM 6051, NCTC 12123, CCUG 25588, HUT 8116, KCTC 23920, NBRC 109912, CCM 8619",1,"Enterobacter asburiae",Bacteria,"facultative anaerobe",GCA_001312605,1298604.3,2734481909
,,,,,,,GCA_900447185,61645.169,8117525663
132404,"247, 247BMC, EB-247","DSM 29888, NCCB 100573",1,"Enterobacter bugandensis",Bacteria,"facultative anaerobe",GCA_900324475,881260.9,2859686987
4375,A-1,"DSM 17580, ATCC 33241, CCM 2421, LMG 2693, NCPPB 2176, CCUG 25231, PDDCC 5706, CIP 103787",1,"Enterobacter cancerogenus",Bacteria,"facultative anaerobe",GCA_900185905,69218.16,2985385652
166451,"GDMCC1.1427, 90028","CCTCC AB 2018173, CNCTC 7649",1,"Enterobacter chuandaensis",Bacteria,"facultative anaerobe",GCA_003594915,2339233.3,2996821174
4373,,"DSM 30054, ATCC 13047, CIP 60.85, IFO 13535, NBRC 13535, NCTC 10005, WDCM 00083, NCDC 279-56, JCM 1232, ACM 1975, BCRC 10401, CCUG 28448, CCUG 29301, CCUG 6323, CDC 442-68, CECT 194, HAMBI 1295, HAMBI 96, HUT 8108, IAM 12349, KCTC 2361, LMG 2783, NCIMB 10101, VTT E-84198",1,"Enterobacter cloacae subsp. cloacae",Bacteria,"facultative anaerobe",GCA_000025565,716541.4,646564529
,,,,,,,GCA_000755525,550.124,2627854262
,,,,,,,GCA_001299075,134375.18,2663762965
,,,,,,,GCA_013376815,550.2797,8111697919
,,,,,,,GCA_021469225,550.3441,8119561237
170909,E1,"DSM 111347, LMG 31875",1,"Enterobacter dykesii",Bacteria,"facultative anaerobe",GCA_008364625,61645.245,8053997655
4368,992-77,"DSM 12409, ATCC 49162, CCUG 26642, CCUG 27126, CIP 103441, CCM 8620",1,"Enterobacter hormaechei subsp. hormaechei",Bacteria,"facultative anaerobe",GCA_000213995,888063.3,651324029
,,,,,,,GCA_001875655,888063.8,2916426963
,,,,,,,GCA_019048245,158836.1173,8120319722
131087,EN-314,"DSM 16687, CCM 8660, CCUG 53905, CIP 108490",1,"Enterobacter hormaechei subsp. oharae",Bacteria,"facultative anaerobe",GCA_001729705,301102.37,2721755540
